N_Fe N_B T n_Fe n_Fe_SRH n_FeB n_FeB_SRH
3.162000E+10 1.000e+17 320 1.204650163E+00 1.226795333E+00 1.149341385E+00 1.158633993E+00
4.642000E+10 1.000e+17 320 1.209983868E+00 1.226843533E+00 1.154055525E+00 1.159061678E+00
6.813000E+10 1.000e+17 320 1.213820125E+00 1.226912980E+00 1.158195487E+00 1.159671502E+00
1.000000E+11 1.000e+17 320 1.216566156E+00 1.227012309E+00 1.159332346E+00 1.161696016E+00
1.468000E+11 1.000e+17 320 1.218546839E+00 1.227152706E+00 1.162227788E+00 1.164757903E+00
2.154000E+11 1.000e+17 320 1.220011145E+00 1.227348062E+00 1.167651977E+00 1.169433533E+00
3.162000E+11 1.000e+17 320 1.221145262E+00 1.227613743E+00 1.171170320E+00 1.171624964E+00
4.642000E+11 1.000e+17 320 1.226032248E+00 1.227964533E+00 1.173815753E+00 1.174671865E+00
6.813000E+11 1.000e+17 320 1.227513149E+00 1.228409865E+00 1.176195169E+00 1.176789718E+00
1.000000E+12 1.000e+17 320 1.228341254E+00 1.228948175E+00 1.179385054E+00 1.179800213E+00
1.468000E+12 1.000e+17 320 1.229152889E+00 1.229566421E+00 1.182501913E+00 1.182791443E+00
2.154000E+12 1.000e+17 320 1.233938296E+00 1.235820644E+00 1.187593981E+00 1.188183159E+00
3.162000E+12 1.000e+17 320 1.237063697E+00 1.241534267E+00 1.192206917E+00 1.192351591E+00
4.642000E+12 1.000e+17 320 1.247452263E+00 1.247598250E+00 1.195374857E+00 1.195733053E+00
6.813000E+12 1.000e+17 320 1.248107057E+00 1.248219891E+00 1.201024702E+00 1.200829556E+00
1.000000E+13 1.000e+17 320 1.248674251E+00 1.248776571E+00 1.20251544E+00 1.20251544E+00
1.000000E+10 1.000e+17 325 1.173296060E+00 1.229946191E+00 1.129778695E+00 1.159309980E+00
1.468000E+10 1.000e+17 325 1.187962093E+00 1.229966566E+00 1.135180609E+00 1.159898718E+00
2.154000E+10 1.000e+17 325 1.199543333E+00 1.229996484E+00 1.142836064E+00 1.160671631E+00
3.162000E+10 1.000e+17 325 1.208345440E+00 1.230039864E+00 1.149096966E+00 1.161824223E+00
4.642000E+10 1.000e+17 325 1.214851451E+00 1.230102715E+00 1.154412953E+00 1.162196385E+00
6.813000E+10 1.000e+17 325 1.219576457E+00 1.230193375E+00 1.159211908E+00 1.162705109E+00
1.000000E+11 1.000e+17 325 1.222985158E+00 1.230322802E+00 1.162295084E+00 1.163927616E+00
1.468000E+11 1.000e+17 325 1.225461485E+00 1.230505735E+00 1.164171413E+00 1.167228086E+00
2.154000E+11 1.000e+17 325 1.227306450E+00 1.230760057E+00 1.169754347E+00 1.171913944E+00
3.162000E+11 1.000e+17 325 1.228748605E+00 1.231105478E+00 1.173777506E+00 1.174188103E+00
4.642000E+11 1.000e+17 325 1.229956568E+00 1.231560638E+00 1.178100523E+00 1.179154857E+00
6.813000E+11 1.000e+17 325 1.231047970E+00 1.232893614E+00 1.181283011E+00 1.182024809E+00
1.000000E+12 1.000e+17 325 1.232514385E+00 1.237476768E+00 1.184824969E+00 1.185341124E+00
1.468000E+12 1.000e+17 325 1.237800287E+00 1.238315678E+00 1.188600836E+00 1.188962712E+00
2.154000E+12 1.000e+17 325 1.238938697E+00 1.239285389E+00 1.190826624E+00 1.191078581E+00
3.162000E+12 1.000e+17 325 1.239866246E+00 1.240100925E+00 1.193621135E+00 1.194140239E+00
4.642000E+12 1.000e+17 325 1.246372246E+00 1.246540726E+00 1.200911967E+00 1.201033119E+00
6.813000E+12 1.000e+17 325 1.255867023E+00 1.257494834E+00 1.202855102E+00 1.202911235E+00
1.000000E+13 1.000e+17 325 1.258416225E+00 1.258210669E+00 1.204054E+00 1.20435710E+00
1.000000E+10 1.000e+17 330 1.172202929E+00 1.237208407E+00 1.125888938E+00 1.160439514E+00
1.468000E+10 1.000e+17 330 1.187039945E+00 1.237235564E+00 1.133181523E+00 1.161031653E+00
2.154000E+10 1.000e+17 330 1.200510642E+00 1.237275518E+00 1.141107060E+00 1.161876327E+00
3.162000E+10 1.000e+17 330 1.210935207E+00 1.237333463E+00 1.148148202E+00 1.163064591E+00
4.642000E+10 1.000e+17 330 1.218748928E+00 1.237417225E+00 1.154087316E+00 1.164707757E+00
6.813000E+10 1.000e+17 330 1.224485570E+00 1.237538195E+00 1.159399582E+00 1.165960723E+00
1.000000E+11 1.000e+17 330 1.228660669E+00 1.237710914E+00 1.164497905E+00 1.166565593E+00
1.468000E+11 1.000e+17 330 1.231717998E+00 1.237954700E+00 1.166533173E+00 1.169121327E+00
2.154000E+11 1.000e+17 330 1.234015215E+00 1.238293389E+00 1.171000915E+00 1.173591588E+00
3.162000E+11 1.000e+17 330 1.235828301E+00 1.238752657E+00 1.176656333E+00 1.177080008E+00
4.642000E+11 1.000e+17 330 1.237363674E+00 1.239356956E+00 1.181438682E+00 1.182721825E+00
6.813000E+11 1.000e+17 330 1.238765083E+00 1.240120550E+00 1.186565407E+00 1.187474110E+00
1.000000E+12 1.000e+17 330 1.240118754E+00 1.241038628E+00 1.189570878E+00 1.190219468E+00
1.468000E+12 1.000e+17 330 1.241484128E+00 1.242105810E+00 1.193234475E+00 1.193681593E+00
2.154000E+12 1.000e+17 330 1.243237311E+00 1.247208508E+00 1.196718693E+00 1.197031747E+00
3.162000E+12 1.000e+17 330 1.248974942E+00 1.249263245E+00 1.199954684E+00 1.200172495E+00
4.642000E+12 1.000e+17 330 1.250065581E+00 1.250261665E+00 1.202397089E+00 1.202547065E+00
6.813000E+12 1.000e+17 330 1.250953369E+00 1.251592982E+00 1.207702443E+00 1.208090472E+00
1.000000E+13 1.000e+17 330 1.257794582E+00 1.260203596E+00 1.20941606E+00 1.20941606E+00
1.000000E+10 1.000e+17 335 1.167586728E+00 1.243768499E+00 1.121077717E+00 1.161146803E+00
1.468000E+10 1.000e+17 335 1.184750630E+00 1.243804625E+00 1.133024100E+00 1.161740011E+00
2.154000E+10 1.000e+17 335 1.200130993E+00 1.243856984E+00 1.138700163E+00 1.162587163E+00
3.162000E+10 1.000e+17 335 1.212265910E+00 1.243933209E+00 1.146517185E+00 1.163786021E+00
4.642000E+10 1.000e+17 335 1.221502117E+00 1.244043804E+00 1.153095227E+00 1.165454341E+00
6.813000E+10 1.000e+17 335 1.227221522E+00 1.244202917E+00 1.158928226E+00 1.167726890E+00
1.000000E+11 1.000e+17 335 1.231195917E+00 1.244430313E+00 1.164474421E+00 1.169918524E+00
1.468000E+11 1.000e+17 335 1.235140499E+00 1.244751112E+00 1.169806605E+00 1.170636048E+00
2.154000E+11 1.000e+17 335 1.238993714E+00 1.245196127E+00 1.171836191E+00 1.174903976E+00
3.162000E+11 1.000e+17 335 1.242212430E+00 1.245799170E+00 1.179751869E+00 1.180092609E+00
4.642000E+11 1.000e+17 335 1.244141908E+00 1.246591312E+00 1.184584382E+00 1.186099035E+00
6.813000E+11 1.000e+17 335 1.245921623E+00 1.247590422E+00 1.189431839E+00 1.190509987E+00
1.000000E+12 1.000e+17 335 1.247654126E+00 1.248788982E+00 1.193619253E+00 1.194383341E+00
1.468000E+12 1.000e+17 335 1.249396894E+00 1.250162762E+00 1.198460679E+00 1.199011566E+00
2.154000E+12 1.000e+17 335 1.251318282E+00 1.251837363E+00 1.202494699E+00 1.202963239E+00
3.162000E+12 1.000e+17 335 1.253077853E+00 1.253428693E+00 1.205895899E+00 1.206165740E+00
4.642000E+12 1.000e+17 335 1.258987304E+00 1.259235997E+00 1.208988785E+00 1.209176441E+00
6.813000E+12 1.000e+17 335 1.260357391E+00 1.260528311E+00 1.211806305E+00 1.211936262E+00
1.000000E+13 1.000e+17 335 1.261594588E+00 1.261744312E+00 1.214635428E+00 1.214987241E+00
1.000000E+10 1.000e+17 340 1.163442041E+00 1.244179320E+00 1.115422237E+00 1.161252085E+00
1.468000E+10 1.000e+17 340 1.181279729E+00 1.244247012E+00 1.128475805E+00 1.161841550E+00
2.154000E+10 1.000e+17 340 1.198276901E+00 1.244346210E+00 1.139273589E+00 1.162686529E+00
3.162000E+10 1.000e+17 340 1.212151298E+00 1.244491517E+00 1.144141040E+00 1.163884977E+00
4.642000E+10 1.000e+17 340 1.222886575E+00 1.244704151E+00 1.151355703E+00 1.165562911E+00
6.813000E+10 1.000e+17 340 1.229026684E+00 1.245014845E+00 1.157706597E+00 1.167865108E+00
1.000000E+11 1.000e+17 340 1.232288862E+00 1.245467885E+00 1.163689181E+00 1.170938231E+00
1.468000E+11 1.000e+17 340 1.235519836E+00 1.246126530E+00 1.169721462E+00 1.174060657E+00
2.154000E+11 1.000e+17 340 1.238678184E+00 1.247079976E+00 1.174251879E+00 1.175759752E+00
3.162000E+11 1.000e+17 340 1.241834189E+00 1.248451768E+00 1.180863638E+00 1.183363845E+00
4.642000E+11 1.000e+17 340 1.245167089E+00 1.250408649E+00 1.185062131E+00 1.186803960E+00
6.813000E+11 1.000e+17 340 1.248946467E+00 1.253167722E+00 1.190070804E+00 1.191317388E+00
1.000000E+12 1.000e+17 340 1.253509116E+00 1.255847733E+00 1.195806977E+00 1.196697267E+00
1.468000E+12 1.000e+17 340 1.256805183E+00 1.257771284E+00 1.201788501E+00 1.202423473E+00
2.154000E+12 1.000e+17 340 1.258928832E+00 1.259629034E+00 1.206841623E+00 1.207291316E+00
3.162000E+12 1.000e+17 340 1.260995948E+00 1.261474630E+00 1.211413215E+00 1.211729767E+00
4.642000E+12 1.000e+17 340 1.262672706E+00 1.263055536E+00 1.215600425E+00 1.215822809E+00
6.813000E+12 1.000e+17 340 1.264703753E+00 1.266973691E+00 1.218693004E+00 1.218848253E+00
1.000000E+13 1.000e+17 340 1.270529274E+00 1.271114845E+00 1.221244029E+00 1.221358682E+00
1.000000E+10 1.000e+16 290 1.157468438E+00 1.169466141E+00 1.129893193E+00 1.137787406E+00
1.468000E+10 1.000e+16 290 1.166308492E+00 1.169471699E+00 1.132067836E+00 1.137937964E+00
2.154000E+10 1.000e+16 290 1.167988696E+00 1.169479649E+00 1.133867655E+00 1.138158164E+00
3.162000E+10 1.000e+16 290 1.168472292E+00 1.169491112E+00 1.135376465E+00 1.138479735E+00
4.642000E+10 1.000e+16 290 1.168812207E+00 1.169507748E+00 1.136712210E+00 1.138948259E+00
6.813000E+10 1.000e+16 290 1.169057151E+00 1.169531677E+00 1.138012791E+00 1.139628571E+00
1.000000E+11 1.000e+16 290 1.169242459E+00 1.169566057E+00 1.139432679E+00 1.140611657E+00
1.468000E+11 1.000e+16 290 1.169394332E+00 1.169614948E+00 1.141148883E+00 1.141885757E+00
2.154000E+11 1.000e+16 290 1.169533173E+00 1.169683548E+00 1.142096391E+00 1.142232264E+00
3.162000E+11 1.000e+16 290 1.169675507E+00 1.169777990E+00 1.142574323E+00 1.142666997E+00
4.642000E+11 1.000e+16 290 1.169834797E+00 1.169904631E+00 1.143186285E+00 1.143249916E+00
6.813000E+11 1.000e+16 290 1.170021100E+00 1.170068689E+00 1.143930204E+00 1.143973759E+00
1.000000E+12 1.000e+16 290 1.170239593E+00 1.170272019E+00 1.145013361E+00 1.145043284E+00
1.468000E+12 1.000e+16 290 1.170488665E+00 1.170510758E+00 1.145893475E+00 1.145914032E+00
2.154000E+12 1.000e+16 290 1.179655948E+00 1.180390008E+00 1.146634851E+00 1.146648960E+00
3.162000E+12 1.000e+16 290 1.181092835E+00 1.181103904E+00 1.147352356E+00 1.147361456E+00
4.642000E+12 1.000e+16 290 1.181470594E+00 1.181478139E+00 1.148012929E+00 1.148019166E+00
6.813000E+12 1.000e+16 290 1.181733885E+00 1.181739028E+00 1.15091241E+00 1.15091241E+00
1.000000E+13 1.000e+16 290 1.190762473E+00 1.191152411E+00 1.15510949E+00 1.15510949E+00
1.000000E+10 1.000e+16 340 1.139672696E+00 1.151821370E+00 1.151922433E+00 1.172315717E+00
1.468000E+10 1.000e+16 340 1.143653507E+00 1.151869787E+00 1.157916317E+00 1.172386739E+00
2.154000E+10 1.000e+16 340 1.146544917E+00 1.151940544E+00 1.162335630E+00 1.172489867E+00
3.162000E+10 1.000e+16 340 1.148319913E+00 1.152042933E+00 1.165568792E+00 1.172639872E+00
4.642000E+10 1.000e+16 340 1.149630100E+00 1.152191072E+00 1.167959033E+00 1.172859240E+00
6.813000E+10 1.000e+16 340 1.150645609E+00 1.152404160E+00 1.169789334E+00 1.173176056E+00
1.000000E+11 1.000e+16 340 1.151501240E+00 1.152707610E+00 1.171290511E+00 1.173629448E+00
1.468000E+11 1.000e+16 340 1.152770656E+00 1.154080996E+00 1.172656922E+00 1.174274026E+00
2.154000E+11 1.000e+16 340 1.155883188E+00 1.156662821E+00 1.174055590E+00 1.175176444E+00
3.162000E+11 1.000e+16 340 1.160659131E+00 1.161141364E+00 1.175636689E+00 1.176417066E+00
4.642000E+11 1.000e+16 340 1.163560817E+00 1.163854339E+00 1.177527320E+00 1.178073780E+00
6.813000E+11 1.000e+16 340 1.165377336E+00 1.165623233E+00 1.179824685E+00 1.180210045E+00
1.000000E+12 1.000e+16 340 1.173525925E+00 1.173762495E+00 1.181702142E+00 1.181834020E+00
1.468000E+12 1.000e+16 340 1.180406706E+00 1.180537897E+00 1.183688028E+00 1.183800989E+00
2.154000E+12 1.000e+16 340 1.182671607E+00 1.182766306E+00 1.186283417E+00 1.186383665E+00
3.162000E+12 1.000e+16 340 1.193359626E+00 1.193474919E+00 1.189640733E+00 1.189732796E+00
4.642000E+12 1.000e+16 340 1.199758500E+00 1.199848302E+00 1.193855789E+00 1.193942350E+00
6.813000E+12 1.000e+16 340 1.204743237E+00 1.204783713E+00 1.198476611E+00 1.198529895E+00
1.000000E+13 1.000e+16 340 1.207381838E+00 1.222647527E+00 1.201386887E+00 1.201425673E+00
